1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice,1stFlrSF_transformed,BsmtUnfSF_transformed,GarageArea_transformed,GrLivArea_transformed
914,0,2,Av,298,6,572,576,1,1998,914,TA,8846,57,0,0,5,5,870,1996,1996,148000,-0.5397803237056515,0.27223613232414035,0.49017026525439555,-1.299481485363234
936,316,3,No,0,1,504,576,1,1986,1252,TA,7438,92,0,0,8,5,504,1908,1991,127000,-0.4629396826864829,0.1372653172797808,0.49017026525439555,-0.3295104173180767
1003,0,3,Av,819,6,184,588,2,1984,1003,TA,7937,37,0,0,6,6,1003,1984,1984,142500,-0.2429602929339724,-0.7011916847135332,0.5363124771526133,-1.007382763511048
630,0,1,Av,509,6,121,286,1,1970,630,TA,1477,21,0,0,4,4,630,1970,1970,80000,-1.8232792865854455,-0.951743751938825,-0.7109824307728052,-2.5187372990068404
1138,0,3,Av,507,6,81,264,2,1958,1138,TA,10482,65,63,0,8,6,588,1958,1958,145000,0.1461838337550135,-1.1507315603089914,-0.811428903354074,-0.6180832607032933
858,858,4,No,319,3,539,490,3,1962,1716,TA,9247,70,318,84,6,6,858,1962,1962,171000,-0.7469798521031059,0.2079027464568714,0.15264969890330438,0.5892811940045144
765,600,2,No,471,5,294,440,1,1971,1365,TA,1920,24,376,36,5,5,765,1971,1971,122500,-1.1340958393483558,-0.358373912738133,-0.04978264093968122,-0.0725114154847982
1339,0,3,No,504,2,525,294,1,1958,1339,TA,7560,70,0,0,6,5,1029,1958,1965,139000,0.6242381119198436,0.17995845779555478,-0.6748999579494116,-0.1293658996318163
1228,0,2,Mn,767,6,461,472,3,1988,1228,Gd,4671,40,0,120,5,8,1228,1988,1989,189000,0.37307387933361597,0.046695856043705804,0.08034534192025321,-0.3876196322613623
778,0,2,No,403,5,212,924,2,1966,778,TA,6900,71,0,25,6,5,740,1940,1955,120500,-1.0763226434495816,-0.6051420140386966,1.7559619097413457,-1.8174880342590187
1040,0,3,No,616,3,424,0,0,1984,1040,TA,8430,60,136,0,5,5,1040,1978,1978,124000,-0.1296724220082814,-0.03501642472453281,-2.375018883870174,-0.8948081097819729
948,980,5,Mn,0,1,686,0,0,1984,1928,TA,7082,70,0,0,8,5,686,1916,1995,160000,-0.42203012491491776,0.48006415407087255,-2.375018883870174,0.9159260158131596
1338,1296,6,No,500,2,748,968,2,1969,2634,TA,11643,91,368,0,5,5,1248,1969,1969,200000,0.6221000914803188,0.5851705820882598,1.907320267448963,1.7581527941453017
1251,0,3,No,553,4,698,461,2,1964,1251,TA,8800,80,425,116,6,6,1251,1964,1964,160000,0.4275347816310867,0.5008017078431555,0.0358488182560775,-0.33190535102941576
1476,677,3,Mn,904,6,536,736,3,2000,2153,Ex,11050,70,204,142,5,9,1440,2000,2000,313000,0.8985635464679795,0.20194847431406504,1.0891663948896066,1.2192429886089495
1787,0,3,Gd,0,4,1753,748,2,2001,1787,Gd,14781,70,178,150,5,8,1753,2001,2002,275000,1.41215242749567,1.871700295716494,1.1328095484289797,0.7037373503104632
864,0,2,No,41,4,823,0,0,1984,864,TA,8248,45,0,0,3,3,864,1914,1950,67000,-0.723931705226013,0.706118967339804,-2.375018883870174,-1.4786886703446922
1114,0,3,No,646,6,468,576,1,2004,1114,Gd,13695,66,0,102,5,5,1114,2004,2004,159000,0.08162301363693038,0.061745903516184836,0.49017026525439555,-0.6831840450612177
1652,0,2,Av,1196,6,298,499,2,2000,1652,Ex,5330,41,0,48,5,8,1494,2000,2000,251000,1.2050511484716373,-0.34736783671309956,0.18857286591616018,0.481221778871337
1040,0,2,None,0,0,0,400,1,1987,1040,TA,8544,60,0,0,4,3,0,1950,1950,92900,-0.1296724220082814,-2.0256819886670034,-0.21554402659953595,-0.8948081097819729
784,0,2,No,784,5,0,0,0,1984,784,Gd,6130,50,0,0,6,5,784,1924,1950,109500,-1.0500885790000392,-2.0256819886670034,-2.375018883870174,-1.79244821520011
1842,0,0,Gd,1810,6,32,894,3,1981,1842,Gd,50271,68,0,72,5,9,1842,1981,1987,385000,1.4906562071768814,-1.4921190837599922,1.651815681524355,0.7887779847054123
1465,915,3,No,187,2,111,596,1,1965,2380,TA,18450,70,113,265,5,6,1021,1965,1979,129000,0.8778072474063765,-0.9976390457198484,0.566953980115981,1.4895655572600885
1411,0,3,No,822,5,564,544,3,1977,1411,TA,11900,85,209,0,5,7,1386,1977,1977,82500,0.7728239921304586,0.2568309914526507,0.36602869958161294,0.0250184195479041
1553,1177,4,Gd,28,2,0,576,2,1987,2730,Gd,10380,86,172,96,5,7,1502,1986,1987,301000,1.0383227919330211,-2.0256819886670034,0.49017026525439555,1.8518160442239733
1656,0,3,Av,24,6,1632,826,2,2006,1656,Gd,11096,84,0,146,5,8,1656,2006,2006,249700,1.2115072637588327,1.743639132209722,1.4127172673351465,0.48811899868413067
630,0,1,Av,495,5,135,0,0,1984,630,TA,1890,21,0,0,7,4,630,1972,1972,81000,-1.8232792865854455,-0.8908338545390115,-2.375018883870174,-2.5187372990068404
1472,0,3,Av,1036,6,336,588,1,1980,1472,TA,14115,70,225,48,5,7,1372,1980,1980,187500,0.8910396463273225,-0.24660837414213696,0.5363124771526133,0.1487243385639983
1392,0,2,No,0,1,1392,576,2,1968,1392,TA,13560,120,216,0,3,6,1392,1968,1968,110000,0.7346081716274354,1.4732299120099623,0.49017026525439555,-0.01480498409623891
1001,634,2,No,0,1,485,255,1,1950,1635,Gd,5310,59,0,0,8,6,485,1910,2003,117000,-0.24924166379525597,0.09779023184330726,-0.8530670502684761,0.45168749005857034
864,0,3,Mn,360,3,504,288,2,1972,864,TA,9560,120,0,0,7,5,864,1972,1972,128500,-0.723931705226013,0.1372653172797808,-0.7019403996256177,-1.4786886703446922
1506,0,2,Gd,16,6,1346,440,2,2005,1506,Gd,3013,43,145,20,5,7,1362,2005,2005,213490,0.9541425801251291,1.4185450843300023,-0.04978264093968122,0.21508213274890606
1006,1040,3,No,866,6,132,871,2,2003,2046,Gd,10625,85,292,62,5,7,998,2003,2004,284000,-0.23356935789375427,-0.9035851285142309,1.5714269998771235,1.0799063273529663
1454,482,3,No,0,1,1406,504,2,2000,1936,Gd,11194,106,40,124,5,8,1406,2000,2000,230500,0.856842883979198,1.489675790755949,0.20846595009838825,0.9274128901393143
1888,0,2,No,247,4,557,578,3,1966,1888,Gd,16492,137,0,0,6,6,1517,1966,2002,190000,1.5539599687752106,0.24325297406139246,0.49787582019462734,0.857636760077831
1236,0,3,No,465,4,447,288,1,1961,1236,TA,6993,65,0,0,7,5,912,1961,1994,135000,0.39216937692428044,0.016215640476938808,-0.7019403996256177,-0.36810233343806487
1370,0,3,No,0,1,1090,479,2,1976,1370,TA,10400,80,189,0,5,7,1090,1976,1976,152000,0.6894832289624329,1.09356725672141,0.1085375007537782,-0.06172412320390711
1040,0,2,None,0,0,0,400,1,1949,1040,TA,8544,70,340,0,4,3,0,1949,1950,87500,-0.1296724220082814,-2.0256819886670034,-0.21554402659953595,-0.8948081097819729
575,560,3,No,350,5,0,576,2,1971,1135,Gd,7200,60,0,0,9,7,560,1936,2007,155000,-2.163000027585247,-2.0256819886670034,0.49017026525439555,-0.6261319872453481
864,0,3,No,432,5,432,0,0,1984,864,TA,10500,70,0,0,5,4,864,1971,1971,115000,-0.723931705226013,-0.017027777725520353,-2.375018883870174,-1.4786886703446922
1099,0,3,No,0,1,1099,352,1,1999,1099,Gd,9525,75,0,0,6,5,1099,1995,2006,144000,0.0403268161619374,1.1056632633577295,-0.419580848231538,-0.7247167785199969
979,871,3,No,595,6,378,467,3,1994,1850,Gd,29959,70,0,98,6,7,973,1994,1994,248000,-0.3194555480560787,-0.1422572220410109,0.06014943684996909,0.8008980317226518
825,587,4,No,0,1,780,280,1,1939,1412,TA,6000,50,0,0,6,6,780,1939,1950,132500,-0.8776846215481457,0.6375527491158209,-0.7381958998205195,0.027096864095146476
896,896,4,No,0,1,896,0,0,1984,1792,TA,9000,60,0,45,5,5,896,1974,1974,136000,-0.6045000274365964,0.8181646342560028,-2.375018883870174,0.7115949733942993
833,0,2,No,415,3,418,326,1,1955,833,Gd,5400,90,0,0,7,5,833,1954,2000,117000,-0.8453687317735933,-0.04863023296107896,-0.5327395621225721,-1.5960456433720855
1152,0,3,None,0,0,0,0,0,1984,1152,Fa,6040,65,0,0,5,4,0,1955,1955,82000,0.18301515685162,-2.0256819886670034,-2.375018883870174,-0.580850203573775
1478,0,3,No,1270,4,208,498,1,1960,1478,TA,17600,70,30,40,5,6,1478,1960,1960,157500,0.902315347061853,-0.6184202052455208,0.18458877976876303,0.16056496068440856
720,564,2,No,312,2,408,240,1,1948,1284,TA,3500,50,0,35,7,5,720,1947,1950,110000,-1.3446065773154092,-0.07155986656643709,-0.9232214904147927,-0.2540408506702894
892,783,3,No,0,1,841,502,3,1999,1675,TA,24682,70,0,103,5,6,841,1999,1999,181000,-0.6191169190075136,0.7342369654895141,0.2005141678836246,0.5206148484252238
936,840,3,None,0,1,936,474,2,2002,1776,Gd,14006,65,144,96,5,7,936,2002,2002,192500,-0.4629396826864829,0.8774421131895977,0.08840996012174285,0.6863590165793159
920,866,3,Mn,486,6,434,608,2,2001,1786,Gd,11250,68,162,42,5,7,920,2001,2002,223500,-0.518582102161914,-0.012559183027335075,0.6127402141927545,0.7021627169182485
1262,0,3,Gd,978,5,284,460,2,1976,1262,TA,9600,80,0,0,8,6,1262,1976,1976,181500,0.45311339914245086,-0.3862527217515206,0.03179169105509545,-0.3056843190347966
1088,0,2,No,0,1,1074,461,2,1987,1088,Gd,3696,70,0,74,5,8,1074,1986,1986,170000,0.009564194186271514,1.0719272347471531,0.0358488182560775,-0.7556008001243989
1360,0,1,Av,1036,6,184,565,2,1984,1360,Gd,5814,70,0,0,5,8,1220,1984,1984,187500,0.6686524561104802,-0.7011916847135332,0.4476793444277329,-0.08334536024149806
770,812,3,No,490,6,280,520,2,2004,1582,Gd,8320,64,0,45,5,7,770,2004,2004,185900,-1.1117222041791845,-0.3975544307611641,0.2718229294369709,0.35723488551742894
976,332,2,No,428,3,300,256,1,1940,1308,TA,9600,130,0,70,7,5,728,1940,1950,160000,-0.329192489122216,-0.3418951022226116,-0.8484241874463232,-0.19887824799184778
1431,0,3,Av,560,6,871,666,3,1999,1431,Gd,9017,68,0,35,5,7,1431,1999,1999,192000,0.8123196260992808,0.7803764953238598,0.8312122941652695,0.06626096427989246
1429,0,3,No,594,4,331,572,1,1960,1429,Gd,14585,70,85,110,6,6,1144,1960,1987,181900,0.8084031466324046,-0.25949668380884233,0.47474072464194733,0.06216735943537134
1095,844,3,Mn,0,1,1095,1053,2,2006,1939,Gd,10728,84,0,51,5,8,1095,2006,2006,266000,0.02918790855521302,1.1002939934754934,2.195343507379832,0.9317060558969223
864,0,2,No,0,1,864,0,0,1984,864,TA,4060,56,0,96,8,5,864,1922,1950,99900,-0.723931705226013,0.7696895333340124,-2.375018883870174,-1.4786886703446922
1426,1519,3,Gd,0,1,1410,641,3,2006,2945,Gd,13682,66,1031,0,5,10,1410,2006,2006,438780,0.8025147549977865,1.4943580983635163,0.7376012383529157,2.048195664542706
1314,0,3,Mn,936,6,364,552,2,2009,1314,Gd,8640,72,72,112,5,8,1300,2009,2009,229456,0.5701419122869169,-0.17630120826340542,0.3972174331995205,-0.18527376051481495
1836,0,3,No,24,6,1836,484,3,2004,1836,Gd,9100,70,0,33,5,7,1860,2004,2005,216837,1.4822443898269917,1.956759479980154,0.12861695972424012,0.7796471726702123
866,0,2,No,329,5,357,0,0,1984,866,Gd,3880,40,0,42,9,5,686,1945,1997,110500,-0.7162961667714773,-0.1935922151855361,-2.375018883870174,-1.47128808976516
1569,0,1,No,988,4,398,660,2,2007,1569,Gd,3635,51,130,20,5,7,1386,2007,2007,175900,1.0662112280106726,-0.09479936610565126,0.8088202151833734,0.3334970346047507
1690,1589,4,Gd,1416,5,234,841,3,2003,3279,Ex,53504,47,603,36,5,8,1650,2003,2003,538000,1.2655606830040047,-0.5344466340121641,1.4658357959053796,2.3219796710563325
4692,950,3,Gd,5644,6,466,1418,3,2008,5642,Ex,63887,313,796,292,5,10,6110,2008,2008,160000,3.5649336819469166,0.05745854605120196,3.377530792015954,3.6275046373963247
983,756,3,No,649,6,321,480,3,1999,1739,Gd,2645,24,456,0,5,8,970,1999,2000,172500,-0.30653441997620917,-0.28559683951628567,0.1125572193963111,0.6269603365140073
755,755,4,Mn,0,1,755,296,2,1940,1510,TA,9084,60,0,0,5,4,755,1940,1950,108000,-1.1794310372681196,0.5967325982557882,-0.6659146300004238,0.2227727514312255
1050,745,4,No,0,1,1050,352,1,1954,1795,TA,12150,81,335,0,5,5,1050,1954,1954,131500,-0.09996973980640161,1.0391330200275801,-0.419580848231538,0.7162971574375036
694,600,3,None,0,0,0,0,0,1984,1294,TA,10800,60,0,114,7,4,0,1900,2000,106250,-1.4743691266999577,-2.0256819886670034,-2.375018883870174,-0.23091001712439393
2084,0,2,Av,1636,6,442,1220,3,2007,2084,Ex,14803,114,816,45,5,10,2078,2007,2008,385000,1.8023696971521423,0.005203348699700163,2.7462692370145985,1.1303538556768078
1766,0,3,Mn,1121,6,645,478,3,2009,1766,Ex,9187,85,162,130,5,9,1766,2009,2009,370878,1.381326572173322,0.4076690739033458,0.10451585889055282,0.6704501150913605
2000,704,4,Gd,1410,4,542,538,3,1972,2704,Ex,13860,75,0,111,7,8,1952,1972,1995,345000,1.6998763277601894,0.21383888751710423,0.3425681535585444,1.8268367658974631
520,0,1,No,0,1,520,240,1,1920,520,Fa,6324,60,0,0,6,4,520,1927,1950,68500,-2.5488211606802444,0.16987955301448218,-0.9232214904147927,-3.1796154360532913
1020,1037,3,No,223,3,794,180,3,1936,2057,Gd,11500,86,0,0,7,7,1017,1936,1987,250000,-0.19023163065462315,0.6600991603426697,-1.2148460528307987,1.0946223790535963
1694,0,3,Av,0,1,1694,776,2,2008,1694,Gd,10475,64,72,33,5,8,1694,2008,2008,245350,1.2718248885592967,1.8098845741194491,1.234025710010746,0.5526792515013172
842,630,3,Mn,0,1,702,250,1,1925,1472,Gd,9600,60,0,0,8,5,702,1925,1994,125000,-0.8095023237019459,0.5076707439435076,-0.8763442579898425,0.1487243385639983
1276,804,3,No,0,1,1276,282,1,1926,2080,Gd,10918,53,0,0,9,7,1276,1926,2004,234000,0.485242956314026,1.3333241379621954,-0.7291100548464092,1.125094835689905
988,517,3,No,399,3,484,240,2,1940,1505,TA,9144,70,0,0,5,5,883,1940,1982,145000,-0.29048085298518506,0.09568932166244278,-0.9232214904147927,0.2131557172474335
1586,0,3,No,0,4,1362,435,1,1979,1586,TA,17043,48,0,0,5,6,1362,1979,1998,181000,1.0954317184286788,1.4376805237161614,-0.07030781534907024,0.36449263419938
929,929,5,No,0,1,755,0,0,1984,2229,TA,5520,92,0,198,6,6,755,1912,1950,104000,-0.48712662494013675,0.5967325982557882,-2.375018883870174,1.313344884342872
956,1128,4,No,656,6,300,618,2,2004,2084,Gd,10142,76,0,45,5,7,956,2004,2004,233000,-0.39513715790962284,-0.3418951022226116,0.6507373107719628,1.1303538556768078
1080,672,4,Av,427,6,132,492,2,1988,1752,TA,12134,152,0,12,7,8,559,1988,2005,164000,-0.013069253122527897,-0.9035851285142309,0.16064559858600302,0.6479984322732164
960,780,3,No,410,4,390,240,1,1940,1740,TA,13125,75,0,0,6,7,800,1940,1984,219500,-0.381802479749562,-0.11362218409478245,-0.9232214904147927,0.6285852212693114
847,1101,3,No,0,1,847,434,2,2004,1948,Gd,12393,41,0,48,5,7,847,2004,2005,195000,-0.789795733748488,0.7435361928199894,-0.07441931966582756,0.9445387383058003
897,439,3,No,637,3,0,570,1,1994,1336,TA,11040,60,0,47,6,4,637,1920,1950,108000,-0.600859337675521,-2.0256819886670034,0.4670166862685216,-0.1360096393418543
894,0,3,No,894,5,0,552,1,1975,894,TA,9800,70,0,0,7,5,894,1972,1972,149900,-0.6117976185455462,-2.0256819886670034,0.3972174331995205,-1.36974561620091
1980,0,3,Av,1447,6,533,770,3,2004,1980,Ex,16737,129,66,45,5,9,1980,2004,2005,315000,1.674627488136937,0.19597591395236352,1.2124080230841234,0.9896065517029808
753,741,3,No,547,4,224,213,1,1942,1494,Gd,7500,70,0,0,7,6,771,1942,1950,177500,-1.188593788234277,-0.5661092745766775,-1.0521013554678038,0.19186509038229282
1048,0,3,No,580,4,333,288,1,1962,1558,TA,10930,60,0,0,6,5,913,1945,1950,140000,-0.10588014590939648,-0.25432865953099426,-0.7019403996256177,0.31322944126181745
1294,0,2,Av,0,1,1286,662,2,2006,1294,Gd,6762,64,0,55,5,7,1286,2006,2006,193879,0.525870988144995,1.345652915296697,0.8162894065708772,-0.23091001712439393
2136,0,4,No,756,2,1380,528,1,1951,2136,TA,10680,89,44,30,3,5,2136,1951,1951,137900,1.8631072077643722,1.45906108204674,0.30333341259559105,1.1976576251156856
672,546,3,No,317,4,355,264,1,1972,1218,TA,1680,21,281,28,7,6,672,1972,1972,118000,-1.5893140641239325,-0.19856652977087494,-0.811428903354074,-0.4122279520189208
1719,0,1,Gd,1619,6,100,473,3,1993,1719,Gd,10846,32,0,30,5,8,1719,1993,1993,324000,1.3105358903594742,-1.0508044869963387,0.08437862762007782,0.5942295071216322
2402,0,2,Gd,1767,6,788,672,3,2008,2402,Ex,15431,105,200,72,5,10,3094,2008,2008,555000,2.145692592296387,0.6504633207834792,0.8535581724607533,1.5141379867407159
1664,862,5,No,168,3,0,216,1,1916,2526,Gd,8520,60,0,15,7,6,714,1916,1950,136000,1.224357559179756,-2.0256819886670034,-1.0376044626137841,1.6478493939054735
708,0,2,No,280,2,140,0,2,1984,708,Fa,5330,50,0,0,7,4,420,1940,1950,82500,-1.4037107001728846,-0.8699202896349916,-2.375018883870174,-2.127581669664246
581,530,3,No,0,1,530,288,1,1935,1111,Fa,7200,60,0,0,7,5,530,1920,1996,101000,-2.12388207942293,0.18998490598176135,-0.7019403996256177,-0.6914376917712813
